ID,171116_17.exp.,171119_8.exp.,171116_23.exp.,171119_12.exp.,171117_8.exp.,171118_11.exp.,171117_16.exp.,171117_14.exp.,171122_2.exp.,171117_12.exp.,171120_8.exp.,171121_10.exp.,171122_8.exp.,171125_5.exp.,171116_11.exp.,171126_3.exp.,171121_11.exp.,171116_16.exp.,171116_12.exp.,171125_14.exp.,171125_15.exp.,171117_17.exp.,171126_2.exp.,171121_12.exp.,171116_6.exp.,171118_16.exp.,171117_3.exp.,171125_23.exp.,171125_19.exp.,171119_3.exp.,171117_21.exp.,171116_10.exp.,171126_10.exp.,171121_2.exp.,171121_1.exp.,171126_11.exp.,171120_20.exp.,171120_5.exp.,171125_21.exp.,171116_20.exp.,171116_19.exp.,171118_14.exp.,171116_21.exp.,171125_13.exp.,171125_1.exp.,171125_22.exp.,171125_7.exp.,171120_18.exp.,171126_4.exp.,171125_25.exp.,171116_1.exp.,171125_11.exp.,171116_22.exp.,171120_17.exp.,171119_9.exp.,171125_18.exp.,171116_18.exp.,171119_4.exp.,171119_11.exp.,171120_14.exp.,171120_3.exp.,171121_7.exp.,171120_2.exp.,171125_16.exp.,171119_10.exp.,171117_22.exp.,171124_8.exp.,171120_15.exp.,171126_8.exp.,171122_4.exp.,171120_1.exp.,171122_11.exp.,171120_19.exp.,171117_6.exp.,171117_18.exp.,171117_20.exp.,171118_3.exp.,171121_4.exp.,171117_9.exp.,171125_4.exp.,171121_5.exp.,171120_16.exp.,171120_6.exp.,171119_7.exp.,171118_2.exp.,171120_7.exp.,171119_6.exp.,171117_13.exp.,171120_9.exp.,171122_12.exp.,171126_6.exp.,171117_2.exp.,171125_2.exp.,171118_9.exp.,171125_6.exp.,171118_1.exp.,171120_13.exp.,171118_13.exp.,171120_11.exp.,171126_9.exp.,171120_12.exp.,171116_14.exp.,171126_7.exp.,171116_7.exp.,171125_9.exp.,171121_13.exp.,171116_15.exp.,171125_12.exp.,171121_3.exp.,171121_8.exp.,171117_19.exp.,171121_6.exp.,171124_1.exp.,171117_4.exp.,171117_1.exp.,171125_3.exp.,171116_5.exp.,171118_17.exp.,171117_15.exp.,171117_11.exp.,171122_9.exp.,171126_1.exp.,171121_9.exp.,171116_2.exp.,171125_17.exp.,171117_10.exp.,171116_4.exp.,171120_4.exp.,171118_5.exp.,171122_1.exp.,171122_5.exp.,171116_3.exp.,171120_21.exp.,171116_9.exp.,171118_15.exp.,171117_7.exp.,171124_6.exp.,171122_7.exp.,171125_20.exp.,171116_24.exp.,171119_2.exp.,171122_6.exp.,171117_5.exp.,171126_5.exp.,171121_14.exp.,171125_10.exp.,171122_3.exp.,171116_8.exp.,171116_13.exp.,171126_12.exp.,171120_10.exp.,171118_4.exp.,171119_1.exp.,171125_8.exp.,171118_8.exp.,171118_12.exp.,171119_5.exp.,171118_10.exp.,171118_6.exp.,171118_7.exp.,171124_2.exp.,171124_9.exp.,171125_24.exp.,Enzyme_Name
1.8.99.3,277.75,230.6875,104.6875,222.25,143.25,234.854166667,460.833333333,453.229166667,143.625,444.520833333,49.8333333333,213.8125,93.0625,199.479166667,105.8125,277.8125,316.875,397.125,103.125,113.354166667,105.625,327.458333333,221.625,294.375,849.6875,228.5,377.729166667,43.125,54.875,188.8125,359.375,102.1875,46.5,301.625,645.9375,165.0,127.270833333,19.4375,282.854166667,101.625,225.166666667,114.6875,118.458333333,51.875,140.375,50.75,208.229166667,168.0,187.5,102.8125,305.5625,86.1666666667,55.3125,301.25,198.375,49.75,444.4375,59.4375,209.9375,446.0,41.5,118.125,39.125,0.0,66.5625,205.1875,212.25,538.5,126.375,81.0625,241.041666667,127.625,156.145833333,278.5,304.6875,137.75,259.125,156.875,292.166666667,125.9375,172.080882353,279.625,155.9375,80.8125,231.3125,114.6875,142.8125,354.3125,216.75,141.583333333,431.0625,85.7,111.5625,175.875,477.958333333,332.8125,248.1875,141.0625,82.5,129.125,40.75,469.75,130.875,138.104166667,242.729166667,462.25,245.875,189.291666667,229.75,158.375,219.625,167.8125,66.625,195.416666667,435.125,181.051470588,232.375,79.6875,560.125,298.979166667,104.8125,283.625,91.875,234.3125,121.375,259.6875,114.885698198,5.25,443.0,101.6875,79.125,474.395833333,383.520833333,95.1875,335.8125,337.979166667,119.75,135.5,16.0,182.4375,199.1875,219.8125,49.9,281.125,1076.125,213.083333333,101.125,58.5,692.875,90.8125,21.5625,546.5625,110.125,38.125,187.875,36.875,90.0,83.4375,95.0833333333,201.375,166.0625,410.416666667,5.0,Transferred entry: 1.8.99.5.           
1.8.2.1,739.666666667,1024.5,943.0,530.166666667,392.5,923.5,684.166666667,464.0,5560.5,572.666666667,407.333333333,2828.16666667,2898.33333333,677.933333333,1357.33333333,156.5,2251.33333333,664.333333333,1571.66666667,1418.83333333,1197.33333333,814.254385965,167.0,1818.66666667,464.227272727,1482.5,280.0,2117.16666667,2256.16666667,996.0,980.916666667,1333.0,3829.65909091,1915.5,3452.16666667,2872.25,542.166666667,1052.66666667,1415.16666667,200.0,910.230769231,1602.0,1387.33333333,798.666666667,515.666666667,2606.72131148,778.166666667,1384.66666667,643.416666667,1977.0,711.416666667,927.833333333,331.333333333,1430.33333333,1681.66666667,2257.33333333,812.866666667,1159.08333333,316.333333333,1394.56666667,1121.75,2247.0,1355.0,1.25,823.166666667,838.583333333,1662.5,1443.91666667,2152.41666667,1843.5,1276.08333333,3382.5,1251.82051282,640.0,997.916666667,870.833333333,1441.66666667,2114.33333333,696.833333333,426.866666667,2649.0,1301.66666667,1050.66666667,1004.5,851.666666667,1229.83333333,377.397435897,260.666666667,1429.33333333,2411.33333333,1286.0,119.833333333,351.0,1503.16666667,1495.93333333,1206.66666667,1630.3452381,1570.66666667,1782.0,2822.45238095,1729.0,1586.91666667,1212.83333333,1389.5,1096.5,1648.0,791.0,1293.05555556,2253.5,1720.0,673.083333333,2010.0,1794.60641026,211.666666667,183.166666667,594.5,861.916666667,1980.66666667,751.833333333,577.0,2639.83333333,251.166666667,1870.38974359,890.166666667,1623.16666667,517.0,690.75,1229.25,1841.41666667,3787.58333333,1863.16666667,533.666666667,1671.16666667,1333.91666667,874.876923077,498.0,1468.0,3494.5,2010.16666667,418.666666667,1445.0,2466.83333333,41.8333333333,851.166666667,1740.66666667,1051.9863388,4730.37704918,729.0,1124.58333333,3586.5,749.666666667,1235.66666667,1127.5,4832.41666667,1813.20512821,710.666666667,1388.83333333,530.0,829.333333333,1035.5,1655.0,2754.5,1731.5,Sulfite dehydrogenase (cytochrome).           
1.8.3.1,0.0,32.0,9.0,144.0,57.0,7.0,13.0,5.0,8.0,0.0,0.0,0.0,0.0,414.0,80.0,0.0,11.0,5.0,64.0,51.0,22.0,31.0,0.0,24.0,15.0,47.0,0.0,56.0,24.0,30.0,0.0,20.0,10.0,14.0,25.0,23.0,11.0,0.0,300.0,81.0,51.0,23.0,93.0,67.0,225.0,25.0,384.0,5.0,4.0,55.0,16.0,124.0,28.0,25.0,6.0,35.0,0.0,10.0,111.0,0.0,0.0,14.0,33.0,3.0,50.0,0.0,10.0,10.0,10.0,6.0,43.0,14.0,4.0,25.0,7.0,0.0,0.0,16.0,5.0,461.0,0.0,16.0,0.0,23.0,0.0,15.0,40.0,23.0,10.0,0.0,11.0,2198.22222222,281.0,38.0,555.0,18.0,4.0,10.0,55.0,0.0,4.0,9.0,0.0,0.0,103.0,6.0,23.0,38.0,23.0,6.0,0.0,20.0,8.0,0.0,38.0,182.0,22.0,6.0,13.0,8.0,21.0,0.75,0.0,13.0,61.0,0.0,24.0,0.0,26.0,6.0,7.0,76.0,20.0,36.0,37.0,16.0,5.0,7.0,6.0,52.0,16.0,10.0,1598.22222222,8.0,0.0,303.0,19.0,0.0,0.0,11.0,19.0,0.0,5.0,21.0,0.0,23.0,20.0,0.0,0.0,0.0,21.0,59.0,17.0,Sulfite oxidase.           
1.12.98.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5.5.8,0.0,0.0,0.0,0.0,59.0,0.0,18.0,7.0,0.0,15.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,28.5,40.0,33.0,0.0,0.0,0.0,0.0,0.0,86.5,29.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,0.0,0.0,78.5,0.0,0.0,0.0,4.0,68.0,45.0,36.0,138.0,0.0,0.0,78.0,0.0,97.5,0.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,33.0,0.0,9.0,0.0,17.0,0.0,0.0,33.0,10.0,0.0,0.0,0.0,10.0,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,30.0,0.0,159.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,50.0,0.0,5.0,25.0,0.0,0.0,6.0,0.0,39.0,0.0,10.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,6.0,0.0,0.0,9.0,10.0,0.0,0.0,23.0,45.0,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,138.5,0.0,0.0,0.0,11.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,114.0,16.0,Thiocyanate hydrolase.           
4.4.1.1,877.2,1249.85,1508.9,2250.2,1118.0,1201.0,1545.33333333,1206.3,1536.43333333,1324.96666667,247.45,891.116666667,1198.73333333,2635.63421053,1438.9,970.7,1309.63333333,936.6,1160.35,1442.62631579,937.831578947,1396.5,1064.56666667,1309.85,741.3,1768.15,949.6,1466.44473684,1517.24210526,1167.15,817.95,1048.6,1490.6,1312.25,2276.66666667,1190.0,651.8,550.25,2940.1,1322.8,1015.3,1044.7,2169.45,1091.85,2027.63333333,1423.78421053,2611.64210526,1170.95,1271.65,1284.05,1060.6,1694.5,838.4,1395.13333333,1222.3,1731.79285714,522.7,855.8,1506.8,975.783333333,630.3,956.933333333,946.0,23.05,1276.6,894.083333333,1231.45,1245.5,1639.2,788.4,1126.85,1671.0,1051.5,1448.76666667,1064.98333333,787.666666667,1278.63333333,1073.3,1090.9,2578.95,1150.4,1305.6,466.0,1163.45,790.9,790.816666667,596.6,895.4,1144.45,1176.6,2647.65,957.1,2046.65,1697.5,5094.90789474,1108.83333333,860.9,957.25,1887.85,1489.45,1728.35,2013.45,1213.95,899.3,2046.45263158,1665.93333333,1292.8,1285.46052632,1282.23333333,837.65,772.55,980.1,1561.23157895,684.4,1135.9,2021.5,1217.8,1469.9,1644.5,1238.6,879.8,1415.26666667,867.3,1174.7,1482.35,883.5,1512.2,511.5,1738.95,1349.86666667,1013.4,1533.7,1559.1,1161.15,1000.2,911.8,1269.39736842,1557.8,1083.58157895,1098.5,1632.65,1035.33333333,494.5,1825.4,1199.53333333,2462.85263158,1032.4,721.8,1280.18333333,1012.25,712.15,1275.65,1224.6,1514.55,1335.5,665.2,784.65,840.8,922.3,1115.56666667,1851.7,2787.58947368,1008.55,Cystathionine gamma-lyase.           
4.4.1.8,2993.42222222,2249.66292517,2644.81666667,1980.40137363,1341.62692308,3237.52713178,2293.46632653,2301.20703331,7997.84918059,2031.65340136,1337.81872391,5020.95704134,5175.23987502,1887.41335283,4105.02668456,2581.04082575,5985.1834533,2952.91666667,4084.16965683,3480.95614035,2608.89736842,2449.8047619,3639.81547619,5722.03343617,1642.010405,6641.49352485,1497.07149533,3880.51988304,4627.16347308,2642.51841841,2537.81666667,3436.11719521,6551.91666667,5753.60262089,10534.9123711,4604.73333333,2100.49476744,2207.45878136,4111.34800928,927.871428571,3079.63809524,4448.31196013,3927.48152739,2331.43992248,1135.23865056,4796.95887393,2612.32242148,4756.71629753,4566.24738131,3547.78888889,3306.03141026,2648.36666667,1575.71258503,4820.05564629,3948.35345146,5171.76666667,2203.90748299,2440.0,1326.16666667,4423.85367294,2336.79997243,4727.00941307,2587.86190476,78.0,2247.87358277,2435.77859015,3748.10979563,4758.41624145,5919.41666667,3697.34163898,2441.33888889,6904.26711506,4119.0483367,2198.99285714,3116.43459774,2316.25535168,4911.68322259,5289.66740495,2153.77897554,1363.92235202,5980.90077519,4850.80827401,2047.64516129,2290.5,2992.10327835,3766.63462532,851.166666667,1367.57380952,4605.13768918,4627.90813953,9154.90493006,1594.82564103,871.85704396,5463.99169435,5799.44259236,3743.18641002,4463.10392637,4107.37497231,6351.04899125,6025.49323593,6154.1201524,7191.8723571,4605.84045518,4249.02610858,3353.9618931,8312.32442745,3915.15700976,3309.37625459,5540.22159073,3661.50952381,1944.49659864,4594.03765227,4503.36760652,1225.42640187,1512.21666667,1637.96791277,3032.3151556,6568.65547382,3107.21406728,2020.90576923,4721.79861573,4887.61602564,3986.26802721,3902.84969798,3796.26346154,1768.61428571,2308.96703297,2301.82170543,6546.43732351,6225.32581992,3602.00634921,1486.23653846,5866.30350135,3915.84349858,2565.58537415,1552.54615385,3065.1377193,6202.27307558,3652.4251462,2029.88095238,3925.06196581,4033.24082424,1245.37882302,6844.57659285,5361.0280368,3129.89625506,6302.4932277,2045.43333333,4524.26445496,5612.54292929,2462.61519274,4883.24918789,3222.39692082,7961.80793651,5252.14435216,2056.16067653,2597.26254897,2298.75697674,3409.89943978,3608.74542125,3691.59761905,6847.10087719,3660.55555556,Cystathionine beta-lyase.           
1.8.1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cystine reductase.           
4.4.1.15,696.0,995.666666667,889.0,503.666666667,370.0,847.0,659.166666667,383.333333333,5425.33333333,503.333333333,333.0,2747.66666667,2798.33333333,380.5,1301.0,150.0,2148.33333333,619.0,1514.66666667,1290.0,1080.8,740.0,168.595238095,1748.0,401.2,1391.0,11.5,2016.66666667,2087.73333333,936.0,976.666666667,1303.0,3777.16666667,1815.0,3234.66666667,2797.33333333,500.333333333,919.0,1058.8,190.4,874.0,1565.0,1319.66666667,692.933333333,34.3333333333,2452.66666667,539.0,1288.5,664.0,1870.66666667,650.0,819.666666667,311.0,1316.33333333,1557.0,2064.6,800.0,1038.0,309.0,1191.33333333,907.0,2170.33333333,1036.66666667,0.0,782.0,839.0,1306.06666667,1329.0,2144.0,1779.66666667,890.0,3230.0,1104.0,563.566666667,969.666666667,860.0,1370.6,2029.0,628.666666667,175.0,2559.0,1200.0,967.0,920.0,812.0,1108.0,364.0,205.333333333,1287.0,2361.0,1292.5,5.2,73.1666666667,1409.0,968.666666667,1152.83333333,1428.66666667,1517.0,1588.0,2736.0,1515.0,1488.0,1220.0,1292.5,888.066666667,1524.33333333,744.0,1135.66666667,2163.33333333,1677.0,651.333333333,1930.0,1525.0,6.0,10.5,202.333333333,780.0,1889.0,687.833333333,497.0,2536.0,241.166666667,1798.0,833.611111111,1495.13333333,465.0,647.0,1085.0,1727.0,3648.66666667,1794.0,518.8,1566.66666667,1298.0,871.0,429.333333333,1263.33333333,3335.5,1943.0,404.0,1345.0,2361.33333333,1.4,867.0,1646.33333333,884.333333333,4627.0,713.0,1081.5,3519.0,652.0,1179.0,1058.0,4746.16666667,1721.0,672.0,1292.0,490.0,783.833333333,958.333333333,1331.0,2399.36666667,1668.5,D-cysteine desulfhydrase.           
4.4.1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4.1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2.1.1,4692.72222222,6368.21666667,3663.31666667,6087.18888889,3241.31111111,4523.4,5709.56111111,5269.47777778,11030.0261649,4748.28888889,2464.39444444,7256.53333333,8873.31666667,3313.0917004,5322.25833333,6671.92580645,10496.8916667,3134.51666667,5185.08333333,11369.1384053,8947.93625731,4802.26666667,7738.81666667,9054.66111111,2666.21157731,6979.05980392,3093.56111111,12885.2476608,12627.3076023,7730.73243728,4258.24166667,3884.10555556,14282.9371212,9858.08333333,18877.1931004,11602.2583333,3229.65833333,10740.9914875,7754.20897436,2689.26666667,3444.2,5292.16666667,5536.01666667,7073.41944444,2347.80213675,15564.7667004,5111.61764507,7694.29444444,10198.4779043,11621.4333333,4979.125,6153.34444444,2564.66666667,8585.91740939,11775.2583333,14968.4688034,1927.98888889,9308.41111111,3937.18888889,7588.60555556,11484.1817204,7832.46111111,11307.1861111,102.8,6601.93333333,4039.36666667,7124.35,7814.93910256,12072.2833333,5766.26111111,10026.0277778,13354.4830065,6925.38235294,5031.01111111,4765.75641026,3570.51666667,6899.76666667,9061.27777778,6094.55320513,2803.90299145,9026.77777778,8166.05,8731.85304659,7309.22777778,4719.78333333,8467.25833333,1921.37777778,2585.37777778,12112.1722222,5568.21666667,16809.8366039,4365.76388889,1933.27606838,6358.05833333,8868.6541498,5263.19166667,7430.575,4923.65,11131.5666667,15382.1791667,14734.7916667,8884.21666667,7133.7,7918.46666667,7944.32467386,11950.4619281,5388.3,10235.8354476,8316.48055556,5709.59166667,3204.675,7720.54444444,14267.7501462,2215.80555556,2779.53333333,2895.65042735,5370.76944444,6947.17777778,8029.02649573,5974.0,8285.78888889,8966.64166667,7016.04722222,4387.63333333,14027.9472222,5027.86666667,2778.12777778,9790.31944444,8609.21666667,11023.9611111,6387.625,2939.64722222,9632.95555556,4812.13333333,2168.05833333,4490.13055556,10183.6654971,11603.2625448,8457.74181287,2481.13333333,11045.0805556,5942.54166667,2678.78888889,13948.5666667,6751.52571685,8683.82446019,9601.12222222,2112.83333333,5708.51505376,9968.69444444,6152.86111111,6726.87222222,9294.55143369,13430.4694444,8355.6,1905.36666667,7990.31460573,3554.1,5118.51372549,5084.4,12850.8694444,14791.9842105,10196.9805556,Carbonic anhydrase.           
2.8.1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Homocysteine desulfhydrase.           
1.13.11.20,336.0,69.0,183.0,104.0,192.0,305.0,325.0,329.0,737.0,284.0,146.0,492.0,658.0,67.0,345.0,538.0,761.0,169.0,326.0,392.0,271.0,273.0,658.0,626.0,136.0,440.0,21.0,416.0,346.0,149.0,279.0,236.0,767.0,681.0,1291.0,508.0,232.0,266.0,358.0,55.0,169.0,337.0,283.0,243.0,0.0,580.0,209.0,615.0,833.0,374.0,302.0,232.0,146.0,667.0,366.0,477.0,112.0,147.0,45.0,534.0,260.0,554.0,265.0,9.0,95.0,278.0,488.0,586.0,832.0,423.0,164.0,992.0,511.0,298.0,309.0,229.0,519.0,645.0,431.0,57.0,640.0,623.0,179.0,126.0,360.0,455.0,19.0,126.0,679.0,355.0,1331.0,67.0,0.0,423.0,279.0,361.0,525.0,345.0,588.0,978.0,801.0,642.0,506.0,620.0,356.0,833.0,371.0,400.0,561.0,387.0,197.0,569.0,334.0,20.0,35.0,57.0,346.0,470.0,546.0,421.0,618.0,762.0,487.0,286.0,391.0,375.0,80.0,181.0,618.0,725.0,465.0,33.0,720.0,309.0,55.0,303.0,246.0,878.0,243.0,98.0,212.0,429.0,21.0,1098.0,434.0,356.0,686.0,113.0,414.0,601.0,367.0,492.0,254.0,744.0,652.0,101.0,161.0,259.0,390.0,354.0,303.0,1082.0,354.0,Cysteine dioxygenase.           
3.1.6.1,900.0,1194.66666667,470.333333333,2256.93333333,450.666666667,364.0,1276.83333333,178.333333333,705.0,469.333333333,0.0,432.0,750.0,3287.75,825.0,2731.0,540.0,1336.66666667,675.0,530.0,361.666666667,720.0,1588.5,603.333333333,865.266666667,1327.06666667,435.0,842.0,809.0,795.666666667,1915.66666667,345.0,1181.83333333,1053.66666667,1785.0,1240.33333333,362.333333333,285.0,3202.0,2025.0,1009.0,495.0,1518.8,457.333333333,3955.58333333,1014.33333333,3374.91666667,0.0,2794.0,767.666666667,727.0,1203.66666667,225.0,0.0,1747.33333333,1130.66666667,270.0,1171.33333333,1680.0,133.333333333,179.666666667,255.0,895.666666667,0.0,2598.0,956.666666667,484.666666667,645.0,3032.0,705.0,1180.0,990.0,172.666666667,357.666666667,1524.66666667,2285.33333333,135.0,405.0,763.666666667,3564.0,270.0,304.666666667,150.0,2066.66666667,195.0,512.333333333,675.666666667,400.333333333,496.333333333,1020.0,6451.5,1533.33333333,3791.5,802.666666667,9011.66666667,1029.5,216.533333333,390.0,1138.13333333,2238.0,1873.0,1665.0,2923.0,872.0,1533.0,1245.0,1275.0,471.333333333,390.0,165.0,1360.33333333,675.0,529.0,240.0,690.666666667,2431.0,1056.66666667,468.333333333,2407.66666667,386.0,1080.0,1670.5,480.0,315.0,826.333333333,92.0,1223.33333333,369.0,1368.0,555.0,919.5,1841.0,1008.66666667,630.0,738.2,328.666666667,286.666666667,1155.0,789.0,930.0,2159.66666667,798.333333333,306.333333333,5286.0,699.933333333,2345.33333333,990.0,332.333333333,730.833333333,777.333333333,386.666666667,510.0,1056.2,1136.83333333,0.0,360.0,976.133333333,377.0,332.333333333,318.333333333,933.333333333,958.666666667,703.0,Arylsulfatase.           
1.8.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
